idx	window_id	header	cluster
1157	X17485.1_w3450	X17485.1_w3450	132
1158	X17485.1_w3500	X17485.1_w3500	132
1159	X17485.1_w3519	X17485.1_w3519	132
1160	X17486.1_w0	X17486.1_w0	132
1161	X17486.1_w50	X17486.1_w50	132
1162	X17486.1_w100	X17486.1_w100	135
1163	X17486.1_w150	X17486.1_w150	132
1164	X17486.1_w200	X17486.1_w200	135
1165	X17486.1_w250	X17486.1_w250	132
1166	X17486.1_w300	X17486.1_w300	132
1167	X17486.1_w350	X17486.1_w350	-1
1168	X17486.1_w400	X17486.1_w400	132
1169	X17486.1_w450	X17486.1_w450	135
1170	X17486.1_w500	X17486.1_w500	132
1171	X17486.1_w550	X17486.1_w550	132
1172	X17486.1_w600	X17486.1_w600	135
1173	X17486.1_w650	X17486.1_w650	-1
1174	X17486.1_w700	X17486.1_w700	135
1175	X17486.1_w750	X17486.1_w750	135
1176	X17486.1_w800	X17486.1_w800	135
1177	X17486.1_w850	X17486.1_w850	135
1178	X17486.1_w900	X17486.1_w900	-1
1179	X17486.1_w950	X17486.1_w950	135
1180	X17486.1_w1000	X17486.1_w1000	135
1181	X17486.1_w1050	X17486.1_w1050	135
1182	X17486.1_w1100	X17486.1_w1100	136
1183	X17486.1_w1150	X17486.1_w1150	135
1184	X17486.1_w1200	X17486.1_w1200	135
1185	X17486.1_w1250	X17486.1_w1250	-1
1186	X17486.1_w1300	X17486.1_w1300	135
1187	X17486.1_w1350	X17486.1_w1350	136
1188	X17486.1_w1400	X17486.1_w1400	136
1189	X17486.1_w1450	X17486.1_w1450	-1
1190	X17486.1_w1500	X17486.1_w1500	135
1191	X17486.1_w1550	X17486.1_w1550	135
1192	X17486.1_w1600	X17486.1_w1600	135
1193	X17486.1_w1650	X17486.1_w1650	-1
1194	X17486.1_w1700	X17486.1_w1700	-1
1195	X17486.1_w1750	X17486.1_w1750	136
1196	X17486.1_w1757	X17486.1_w1757	136
1197	X17487.1_w0	X17487.1_w0	-1
1198	X17487.1_w50	X17487.1_w50	136
1199	X17487.1_w100	X17487.1_w100	136
1200	X17487.1_w150	X17487.1_w150	136
1201	X17487.1_w200	X17487.1_w200	136
1202	X17487.1_w250	X17487.1_w250	136
1203	X17487.1_w300	X17487.1_w300	136
1204	X17487.1_w350	X17487.1_w350	136
1205	X17487.1_w400	X17487.1_w400	136
1206	X17487.1_w450	X17487.1_w450	136
1207	X17487.1_w467	X17487.1_w467	-1
1208	X17488.1_w0	X17488.1_w0	136
1209	X17488.1_w50	X17488.1_w50	-1
1210	X17488.1_w100	X17488.1_w100	-1
1211	X17488.1_w150	X17488.1_w150	136
1212	X17488.1_w200	X17488.1_w200	-1
1213	X17488.1_w250	X17488.1_w250	136
1214	X17488.1_w300	X17488.1_w300	141
1215	X17488.1_w350	X17488.1_w350	-1
1216	X17488.1_w400	X17488.1_w400	141
1217	X17488.1_w450	X17488.1_w450	136
1218	X17488.1_w500	X17488.1_w500	136
1219	X17488.1_w550	X17488.1_w550	136
1220	X17488.1_w600	X17488.1_w600	136
1221	X17488.1_w650	X17488.1_w650	-1
1222	X17488.1_w700	X17488.1_w700	136
1223	X17488.1_w750	X17488.1_w750	141
1224	X17488.1_w800	X17488.1_w800	-1
1225	X17488.1_w850	X17488.1_w850	-1
1226	X17488.1_w900	X17488.1_w900	141
1227	X17488.1_w950	X17488.1_w950	141
1228	X17488.1_w1000	X17488.1_w1000	141
1229	X17488.1_w1050	X17488.1_w1050	136
1230	X17488.1_w1100	X17488.1_w1100	141
1231	X17488.1_w1150	X17488.1_w1150	141
1232	X17488.1_w1200	X17488.1_w1200	-1
1233	X17488.1_w1250	X17488.1_w1250	-1
1234	X17488.1_w1300	X17488.1_w1300	136
1235	X17488.1_w1350	X17488.1_w1350	141
1236	X17488.1_w1400	X17488.1_w1400	141
1237	X17488.1_w1450	X17488.1_w1450	141
1238	X17488.1_w1500	X17488.1_w1500	-1
1239	X17488.1_w1550	X17488.1_w1550	141
1240	X17488.1_w1600	X17488.1_w1600	-1
1241	X17488.1_w1650	X17488.1_w1650	141
1242	X17488.1_w1700	X17488.1_w1700	141
1243	X17488.1_w1750	X17488.1_w1750	-1
1244	X17488.1_w1800	X17488.1_w1800	141
1245	X17488.1_w1850	X17488.1_w1850	-1
1246	X17488.1_w1900	X17488.1_w1900	-1
1247	X17488.1_w1950	X17488.1_w1950	141
1248	X17488.1_w2000	X17488.1_w2000	143
1249	X17488.1_w2050	X17488.1_w2050	141
1250	X17488.1_w2100	X17488.1_w2100	143
1251	X17488.1_w2150	X17488.1_w2150	141
1252	X17488.1_w2200	X17488.1_w2200	143
1253	X17488.1_w2250	X17488.1_w2250	-1
1254	X17488.1_w2300	X17488.1_w2300	-1
1255	X17488.1_w2350	X17488.1_w2350	-1
1256	X17488.1_w2400	X17488.1_w2400	141
1257	X17488.1_w2450	X17488.1_w2450	143
1258	X17488.1_w2500	X17488.1_w2500	143
1259	X17488.1_w2550	X17488.1_w2550	-1
1260	X17488.1_w2600	X17488.1_w2600	-1
1261	X17488.1_w2650	X17488.1_w2650	-1
1262	X17488.1_w2700	X17488.1_w2700	143
1263	X17488.1_w2750	X17488.1_w2750	143
1264	X17488.1_w2800	X17488.1_w2800	143
1265	X17488.1_w2850	X17488.1_w2850	143
1266	X17488.1_w2900	X17488.1_w2900	143
1267	X17488.1_w2942	X17488.1_w2942	-1
1268	X17489.1_w0	X17489.1_w0	143
1269	X17489.1_w50	X17489.1_w50	-1
1270	X17489.1_w100	X17489.1_w100	-1
1271	X17489.1_w150	X17489.1_w150	-1
1272	X17489.1_w200	X17489.1_w200	141
1273	X17489.1_w250	X17489.1_w250	-1
1274	X17489.1_w300	X17489.1_w300	144
1275	X17489.1_w350	X17489.1_w350	-1
1276	X17489.1_w400	X17489.1_w400	-1
1277	X17489.1_w450	X17489.1_w450	145
1278	X17489.1_w500	X17489.1_w500	-1
1279	X17489.1_w550	X17489.1_w550	-1
1280	X17489.1_w600	X17489.1_w600	-1
1281	X17489.1_w650	X17489.1_w650	-1
1282	X17489.1_w700	X17489.1_w700	-1
1283	X17489.1_w750	X17489.1_w750	144
1284	X17489.1_w800	X17489.1_w800	145
1285	X17489.1_w850	X17489.1_w850	-1
1286	X17489.1_w900	X17489.1_w900	144
1287	X17489.1_w950	X17489.1_w950	145
1288	X17489.1_w1000	X17489.1_w1000	-1
1289	X17489.1_w1034	X17489.1_w1034	145
1290	X17490.1_w0	X17490.1_w0	145
1291	X17490.1_w50	X17490.1_w50	145
1292	X17490.1_w100	X17490.1_w100	145
1293	X17490.1_w150	X17490.1_w150	144
1294	X17490.1_w184	X17490.1_w184	145
1295	X53014.1_w0	X53014.1_w0	145
1296	X53014.1_w50	X53014.1_w50	144
1297	X53014.1_w100	X53014.1_w100	145
1298	X53014.1_w150	X53014.1_w150	145
1299	X53014.1_w200	X53014.1_w200	145
1300	X53014.1_w250	X53014.1_w250	145
1301	X53014.1_w300	X53014.1_w300	145
1302	X53014.1_w350	X53014.1_w350	-1
1303	X53014.1_w400	X53014.1_w400	145
1304	X53014.1_w450	X53014.1_w450	145
1305	X53014.1_w500	X53014.1_w500	145
1306	X53014.1_w550	X53014.1_w550	145
1307	X53014.1_w600	X53014.1_w600	-1
1308	X53014.1_w650	X53014.1_w650	140
1309	X53014.1_w700	X53014.1_w700	145
1310	X53014.1_w750	X53014.1_w750	145
1311	X53014.1_w800	X53014.1_w800	145
1312	X53014.1_w850	X53014.1_w850	142
1313	X53014.1_w900	X53014.1_w900	140
1314	X53014.1_w950	X53014.1_w950	142
1315	X53014.1_w1000	X53014.1_w1000	142
1316	X53014.1_w1050	X53014.1_w1050	-1
1317	X53014.1_w1100	X53014.1_w1100	140
1318	X53014.1_w1150	X53014.1_w1150	142
1319	X53014.1_w1200	X53014.1_w1200	142
1320	X53014.1_w1250	X53014.1_w1250	142
1321	X53014.1_w1300	X53014.1_w1300	139
1322	X53014.1_w1304	X53014.1_w1304	140
1323	X53025.1_w0	X53025.1_w0	140
1324	X53025.1_w3	X53025.1_w3	-1
1325	X53026.1_w0	X53026.1_w0	145
1326	X53026.1_w50	X53026.1_w50	-1
1327	X53026.1_w100	X53026.1_w100	140
1328	X53026.1_w150	X53026.1_w150	139
1329	X53026.1_w200	X53026.1_w200	140
1330	X53026.1_w250	X53026.1_w250	140
1331	X53026.1_w300	X53026.1_w300	139
1332	X53026.1_w350	X53026.1_w350	142
1333	X53026.1_w381	X53026.1_w381	139
1334	X01343.1_w0	X01343.1_w0	139
1335	X01343.1_w50	X01343.1_w50	140
1336	X01343.1_w100	X01343.1_w100	139
1337	X01343.1_w150	X01343.1_w150	137
1338	X01343.1_w200	X01343.1_w200	139
1339	X01343.1_w250	X01343.1_w250	140
1340	X01343.1_w300	X01343.1_w300	140
1341	X01343.1_w350	X01343.1_w350	137
1342	X01343.1_w400	X01343.1_w400	139
1343	X01343.1_w450	X01343.1_w450	137
1344	X57501.1_w0	X57501.1_w0	139
1345	X57501.1_w50	X57501.1_w50	139
1346	X57501.1_w100	X57501.1_w100	139
1347	X57501.1_w150	X57501.1_w150	139
1348	X57501.1_w200	X57501.1_w200	139
1349	X57501.1_w250	X57501.1_w250	137
1350	X57501.1_w300	X57501.1_w300	-1
1351	X57501.1_w344	X57501.1_w344	139
1352	X57502.1_full	X57502.1_full	139
1353	X57504.1_w0	X57504.1_w0	137
1354	X57504.1_w50	X57504.1_w50	137
1355	X57504.1_w100	X57504.1_w100	-1
1356	X57504.1_w150	X57504.1_w150	139
1357	X57504.1_w200	X57504.1_w200	137
1358	X57504.1_w250	X57504.1_w250	137
1359	X57504.1_w300	X57504.1_w300	137
1360	X57504.1_w334	X57504.1_w334	137
1361	X57505.1_w0	X57505.1_w0	137
1362	X57505.1_w15	X57505.1_w15	137
1363	X57506.1_w0	X57506.1_w0	-1
1364	X57506.1_w50	X57506.1_w50	137
1365	X57506.1_w90	X57506.1_w90	137
1366	X57507.1_w0	X57507.1_w0	-1
1367	X57507.1_w50	X57507.1_w50	137
1368	X57507.1_w100	X57507.1_w100	137
1369	X57507.1_w107	X57507.1_w107	137
1370	X57508.1_full	X57508.1_full	137
1371	X57511.1_full	X57511.1_full	137
1372	X58635.1_w0	X58635.1_w0	-1
1373	X58635.1_w50	X58635.1_w50	137
1374	X58635.1_w100	X58635.1_w100	138
1375	X58635.1_w150	X58635.1_w150	137
1376	X58635.1_w200	X58635.1_w200	137
1377	X58635.1_w250	X58635.1_w250	137
1378	X58635.1_w300	X58635.1_w300	-1
1379	X58635.1_w350	X58635.1_w350	138
1380	X58635.1_w400	X58635.1_w400	137
1381	X58635.1_w450	X58635.1_w450	-1
1382	X58635.1_w500	X58635.1_w500	-1
1383	X58635.1_w534	X58635.1_w534	137
1384	X53681.1_w0	X53681.1_w0	137
1385	X53681.1_w50	X53681.1_w50	138
1386	X53681.1_w100	X53681.1_w100	-1
1387	X53681.1_w150	X53681.1_w150	-1
1388	X53681.1_w197	X53681.1_w197	-1
1389	X53680.1_full	X53680.1_full	138
1390	X16019.1_w0	X16019.1_w0	138
1391	X16019.1_w50	X16019.1_w50	138
1392	X16019.1_w100	X16019.1_w100	138
1393	X16019.1_w150	X16019.1_w150	-1
1394	X16019.1_w200	X16019.1_w200	-1
1395	X16019.1_w250	X16019.1_w250	133
1396	X16019.1_w300	X16019.1_w300	138
1397	X16019.1_w350	X16019.1_w350	-1
1398	X16019.1_w400	X16019.1_w400	-1
1399	X16019.1_w450	X16019.1_w450	-1
1400	X16019.1_w500	X16019.1_w500	-1
1401	X16019.1_w506	X16019.1_w506	-1
1402	X17532.1_w0	X17532.1_w0	138
1403	X17532.1_w50	X17532.1_w50	133
1404	X17532.1_w100	X17532.1_w100	133
1405	X17532.1_w150	X17532.1_w150	-1
1406	X17532.1_w192	X17532.1_w192	133
1407	X02715.1_full	X02715.1_full	133
1408	X70863.1_w0	X70863.1_w0	-1
1409	X70863.1_w50	X70863.1_w50	133
1410	X70863.1_w100	X70863.1_w100	-1
1411	X70863.1_w150	X70863.1_w150	-1
1412	X70863.1_w200	X70863.1_w200	134
1413	X70863.1_w250	X70863.1_w250	133
1414	X70863.1_w300	X70863.1_w300	133
1415	X70863.1_w350	X70863.1_w350	-1
1416	X70863.1_w400	X70863.1_w400	133
1417	X70863.1_w450	X70863.1_w450	-1
1418	X70863.1_w500	X70863.1_w500	-1
1419	X70863.1_w550	X70863.1_w550	-1
1420	X70863.1_w600	X70863.1_w600	-1
1421	X70863.1_w650	X70863.1_w650	-1
1422	X70863.1_w700	X70863.1_w700	-1
1423	X70863.1_w750	X70863.1_w750	-1
1424	X70863.1_w800	X70863.1_w800	134
1425	X70863.1_w850	X70863.1_w850	-1
1426	X70863.1_w900	X70863.1_w900	-1
1427	X70863.1_w950	X70863.1_w950	133
1428	X70863.1_w1000	X70863.1_w1000	-1
1429	X70863.1_w1050	X70863.1_w1050	134
1430	X70863.1_w1100	X70863.1_w1100	-1
1431	X70863.1_w1150	X70863.1_w1150	134
1432	X70863.1_w1200	X70863.1_w1200	-1
1433	X70863.1_w1250	X70863.1_w1250	134
1434	X70863.1_w1300	X70863.1_w1300	-1
1435	X70863.1_w1350	X70863.1_w1350	-1
1436	X70863.1_w1400	X70863.1_w1400	134
1437	X70863.1_w1450	X70863.1_w1450	-1
1438	X70863.1_w1500	X70863.1_w1500	134
1439	X70863.1_w1550	X70863.1_w1550	-1
1440	X70863.1_w1600	X70863.1_w1600	134
1441	X70863.1_w1650	X70863.1_w1650	-1
1442	X70863.1_w1700	X70863.1_w1700	-1
1443	X70863.1_w1750	X70863.1_w1750	-1
1444	X70863.1_w1800	X70863.1_w1800	-1
1445	X70863.1_w1850	X70863.1_w1850	-1
1446	X70863.1_w1900	X70863.1_w1900	-1
1447	X70863.1_w1950	X70863.1_w1950	-1
1448	X70863.1_w2000	X70863.1_w2000	-1
1449	X70863.1_w2050	X70863.1_w2050	-1
1450	X70863.1_w2100	X70863.1_w2100	-1
1451	X70863.1_w2150	X70863.1_w2150	-1
1452	X70863.1_w2200	X70863.1_w2200	-1
1453	X70863.1_w2250	X70863.1_w2250	-1
1454	X70863.1_w2300	X70863.1_w2300	-1
1455	X70863.1_w2350	X70863.1_w2350	101
1456	X70863.1_w2400	X70863.1_w2400	-1
1457	X70863.1_w2450	X70863.1_w2450	-1
1458	X70863.1_w2500	X70863.1_w2500	-1
1459	X70863.1_w2550	X70863.1_w2550	-1
1460	X70863.1_w2600	X70863.1_w2600	-1
1461	X70863.1_w2650	X70863.1_w2650	101
1462	X70865.1_w0	X70865.1_w0	-1
1463	X70865.1_w50	X70865.1_w50	-1
1464	X70865.1_w100	X70865.1_w100	-1
1465	X70865.1_w150	X70865.1_w150	101
1466	X70865.1_w200	X70865.1_w200	101
1467	X70865.1_w250	X70865.1_w250	-1
1468	X70865.1_w300	X70865.1_w300	-1
1469	X70865.1_w350	X70865.1_w350	101
1470	X70865.1_w400	X70865.1_w400	101
1471	X70865.1_w450	X70865.1_w450	-1
1472	X70865.1_w500	X70865.1_w500	101
1473	X70865.1_w524	X70865.1_w524	101
1474	X70866.1_w0	X70866.1_w0	101
1475	X70866.1_w50	X70866.1_w50	-1
1476	X70866.1_w100	X70866.1_w100	101
1477	X70866.1_w150	X70866.1_w150	101
1478	X70866.1_w200	X70866.1_w200	101
1479	X70866.1_w250	X70866.1_w250	101
1480	X70866.1_w300	X70866.1_w300	90
1481	X70866.1_w350	X70866.1_w350	101
1482	X70866.1_w400	X70866.1_w400	101
1483	X70866.1_w450	X70866.1_w450	101
1484	X70866.1_w500	X70866.1_w500	-1
1485	X70866.1_w550	X70866.1_w550	-1
1486	X70866.1_w600	X70866.1_w600	-1
1487	X70866.1_w650	X70866.1_w650	-1
1488	X70866.1_w700	X70866.1_w700	90
1489	X70866.1_w750	X70866.1_w750	-1
1490	X70866.1_w761	X70866.1_w761	-1
1491	X04789.1_w0	X04789.1_w0	-1
1492	X04789.1_w50	X04789.1_w50	-1
1493	X04789.1_w100	X04789.1_w100	101
1494	X04789.1_w150	X04789.1_w150	90
1495	X04789.1_w200	X04789.1_w200	90
1496	X04789.1_w250	X04789.1_w250	-1
1497	X04789.1_w300	X04789.1_w300	-1
1498	X04789.1_w350	X04789.1_w350	-1
1499	X04789.1_w400	X04789.1_w400	90
1500	X04789.1_w450	X04789.1_w450	90
1501	X04789.1_w500	X04789.1_w500	90
1502	X04789.1_w550	X04789.1_w550	90
1503	X04789.1_w600	X04789.1_w600	90
1504	X04789.1_w650	X04789.1_w650	90
1505	X04789.1_w700	X04789.1_w700	-1
1506	X04789.1_w750	X04789.1_w750	90
1507	X04789.1_w800	X04789.1_w800	89
1508	X04789.1_w850	X04789.1_w850	-1
1509	X04789.1_w900	X04789.1_w900	-1
1510	X04789.1_w950	X04789.1_w950	90
1511	X04789.1_w1000	X04789.1_w1000	89
1512	X04789.1_w1050	X04789.1_w1050	89
1513	X04789.1_w1100	X04789.1_w1100	-1
1514	X04789.1_w1150	X04789.1_w1150	-1
1515	X04789.1_w1200	X04789.1_w1200	-1
1516	X04789.1_w1250	X04789.1_w1250	89
1517	X04789.1_w1300	X04789.1_w1300	89
1518	X04789.1_w1350	X04789.1_w1350	89
1519	X04789.1_w1400	X04789.1_w1400	89
1520	X04789.1_w1450	X04789.1_w1450	-1
1521	X04789.1_w1500	X04789.1_w1500	89
1522	X04789.1_w1550	X04789.1_w1550	84
1523	X04789.1_w1600	X04789.1_w1600	89
1524	X04789.1_w1650	X04789.1_w1650	84
1525	X04789.1_w1700	X04789.1_w1700	84
1526	X04789.1_w1739	X04789.1_w1739	-1
1527	X63422.1_w0	X63422.1_w0	-1
1528	X63422.1_w50	X63422.1_w50	84
1529	X63422.1_w100	X63422.1_w100	84
1530	X63422.1_w150	X63422.1_w150	83
1531	X63422.1_w200	X63422.1_w200	84
1532	X63422.1_w250	X63422.1_w250	84
1533	X63422.1_w300	X63422.1_w300	84
1534	X63422.1_w350	X63422.1_w350	84
1535	X63422.1_w400	X63422.1_w400	83
1536	X63422.1_w450	X63422.1_w450	84
1537	X63422.1_w500	X63422.1_w500	83
1538	X63422.1_w550	X63422.1_w550	83
1539	X63422.1_w600	X63422.1_w600	84
1540	X63422.1_w650	X63422.1_w650	-1
1541	X63422.1_w700	X63422.1_w700	84
1542	X63422.1_w744	X63422.1_w744	84
1543	X63423.1_w0	X63423.1_w0	76
1544	X63423.1_w50	X63423.1_w50	-1
1545	X63423.1_w100	X63423.1_w100	83
1546	X63423.1_w150	X63423.1_w150	-1
1547	X63423.1_w200	X63423.1_w200	83
1548	X63423.1_w250	X63423.1_w250	84
1549	X63423.1_w300	X63423.1_w300	83
1550	X63423.1_w350	X63423.1_w350	-1
1551	X63423.1_w400	X63423.1_w400	-1
1552	X63423.1_w441	X63423.1_w441	76
1553	V00650.1_w0	V00650.1_w0	83
1554	V00650.1_w50	V00650.1_w50	-1
1555	V00650.1_w100	V00650.1_w100	-1
1556	V00650.1_w150	V00650.1_w150	-1
1557	V00650.1_w200	V00650.1_w200	84
1558	V00650.1_w250	V00650.1_w250	76
1559	V00650.1_w300	V00650.1_w300	76
1560	V00650.1_w350	V00650.1_w350	83
1561	V00650.1_w400	V00650.1_w400	-1
1562	V00650.1_w450	V00650.1_w450	-1
1563	V00650.1_w500	V00650.1_w500	-1
1564	V00650.1_w550	V00650.1_w550	-1
1565	V00650.1_w600	V00650.1_w600	76
1566	V00650.1_w650	V00650.1_w650	-1
1567	V00650.1_w700	V00650.1_w700	76
1568	V00650.1_w750	V00650.1_w750	76
1569	V00650.1_w800	V00650.1_w800	76
1570	V00650.1_w850	V00650.1_w850	76
1571	V00650.1_w900	V00650.1_w900	76
1572	V00650.1_w950	V00650.1_w950	77
1573	V00650.1_w1000	V00650.1_w1000	76
1574	V00650.1_w1050	V00650.1_w1050	77
1575	V00650.1_w1100	V00650.1_w1100	76
1576	V00650.1_w1150	V00650.1_w1150	77
1577	V00650.1_w1200	V00650.1_w1200	77
1578	V00650.1_w1250	V00650.1_w1250	77
1579	V00650.1_w1300	V00650.1_w1300	76
1580	V00650.1_w1350	V00650.1_w1350	77
1581	V00650.1_w1400	V00650.1_w1400	-1
1582	V00650.1_w1450	V00650.1_w1450	77
1583	V00650.1_w1500	V00650.1_w1500	77
1584	V00650.1_w1550	V00650.1_w1550	-1
1585	V00650.1_w1600	V00650.1_w1600	76
1586	V00650.1_w1650	V00650.1_w1650	77
1587	V00650.1_w1700	V00650.1_w1700	77
1588	V00650.1_w1750	V00650.1_w1750	77
1589	V00650.1_w1800	V00650.1_w1800	77
1590	V00650.1_w1850	V00650.1_w1850	77
1591	V00650.1_w1900	V00650.1_w1900	77
1592	V00650.1_w1950	V00650.1_w1950	75
1593	V00650.1_w2000	V00650.1_w2000	77
1594	V00650.1_w2050	V00650.1_w2050	-1
1595	V00650.1_w2100	V00650.1_w2100	-1
1596	V00650.1_w2150	V00650.1_w2150	75
1597	V00650.1_w2200	V00650.1_w2200	-1
1598	V00650.1_w2250	V00650.1_w2250	-1
1599	V00650.1_w2300	V00650.1_w2300	75
1600	V00650.1_w2350	V00650.1_w2350	75
1601	V00650.1_w2400	V00650.1_w2400	75
1602	V00650.1_w2450	V00650.1_w2450	75
1603	V00650.1_w2500	V00650.1_w2500	75
1604	V00650.1_w2550	V00650.1_w2550	75
1605	V00650.1_w2580	V00650.1_w2580	75
1606	X04109.1_w0	X04109.1_w0	75
1607	X04109.1_w36	X04109.1_w36	75
1608	X04110.1_full	X04110.1_full	-1
1609	X04111.1_full	X04111.1_full	75
1610	X04112.1_w0	X04112.1_w0	-1
1611	X04112.1_w50	X04112.1_w50	75
1612	X04112.1_w100	X04112.1_w100	75
1613	X04112.1_w150	X04112.1_w150	-1
1614	X04112.1_w200	X04112.1_w200	-1
1615	X04112.1_w238	X04112.1_w238	75
1616	X04113.1_w0	X04113.1_w0	75
1617	X04113.1_w50	X04113.1_w50	-1
1618	X04113.1_w65	X04113.1_w65	-1
1619	X14014.1_w0	X14014.1_w0	-1
1620	X14014.1_w50	X14014.1_w50	75
1621	X14014.1_w100	X14014.1_w100	-1
1622	X14014.1_w150	X14014.1_w150	-1
1623	X14014.1_w200	X14014.1_w200	-1
1624	X14014.1_w250	X14014.1_w250	-1
1625	X14014.1_w281	X14014.1_w281	-1
1626	X15810.1_w0	X15810.1_w0	-1
1627	X15810.1_w50	X15810.1_w50	-1
1628	X15810.1_w100	X15810.1_w100	-1
1629	V01469.1_full	V01469.1_full	74
1630	X52504.1_w0	X52504.1_w0	-1
1631	X52504.1_w50	X52504.1_w50	-1
1632	X52504.1_w100	X52504.1_w100	-1
1633	X52504.1_w150	X52504.1_w150	74
1634	X52504.1_w200	X52504.1_w200	74
1635	X52504.1_w250	X52504.1_w250	-1
1636	X52504.1_w300	X52504.1_w300	74
1637	X52504.1_w350	X52504.1_w350	-1
1638	X52504.1_w400	X52504.1_w400	-1
1639	X52504.1_w450	X52504.1_w450	-1
1640	X52504.1_w500	X52504.1_w500	-1
1641	X52504.1_w550	X52504.1_w550	-1
1642	X52504.1_w600	X52504.1_w600	74
1643	X52504.1_w650	X52504.1_w650	-1
1644	X52504.1_w700	X52504.1_w700	-1
1645	X52504.1_w750	X52504.1_w750	-1
1646	X52504.1_w800	X52504.1_w800	-1
1647	X52504.1_w850	X52504.1_w850	-1
1648	X52504.1_w890	X52504.1_w890	-1
1649	V01534.1_w0	V01534.1_w0	28
1650	V01534.1_w50	V01534.1_w50	-1
1651	V01534.1_w100	V01534.1_w100	-1
1652	V01534.1_w150	V01534.1_w150	95
1653	V01534.1_w200	V01534.1_w200	-1
1654	V01534.1_w250	V01534.1_w250	-1
1655	V01534.1_w300	V01534.1_w300	-1
1656	V01534.1_w350	V01534.1_w350	-1
1657	V01534.1_w400	V01534.1_w400	-1
1658	V01534.1_w450	V01534.1_w450	-1
1659	V01534.1_w500	V01534.1_w500	89
1660	V01534.1_w550	V01534.1_w550	-1
1661	V01534.1_w600	V01534.1_w600	28
1662	V01534.1_w650	V01534.1_w650	-1
1663	V01534.1_w700	V01534.1_w700	-1
1664	V01534.1_w750	V01534.1_w750	28
1665	V01534.1_w800	V01534.1_w800	-1
1666	V01534.1_w850	V01534.1_w850	95
1667	V01534.1_w900	V01534.1_w900	-1
1668	V01534.1_w950	V01534.1_w950	-1
1669	V01534.1_w1000	V01534.1_w1000	-1
1670	V01534.1_w1050	V01534.1_w1050	90
1671	V01534.1_w1100	V01534.1_w1100	-1
1672	V01534.1_w1150	V01534.1_w1150	-1
1673	V01534.1_w1200	V01534.1_w1200	95
1674	V01534.1_w1250	V01534.1_w1250	90
1675	V01534.1_w1300	V01534.1_w1300	95
1676	V01534.1_w1350	V01534.1_w1350	-1
1677	V01534.1_w1400	V01534.1_w1400	-1
1678	V01534.1_w1450	V01534.1_w1450	-1
1679	V01534.1_w1500	V01534.1_w1500	95
1680	V01534.1_w1506	V01534.1_w1506	-1
1681	Z11457.1_w0	Z11457.1_w0	26
1682	Z11457.1_w50	Z11457.1_w50	-1
1683	Z11457.1_w100	Z11457.1_w100	-1
1684	Z11457.1_w150	Z11457.1_w150	-1
1685	Z11457.1_w159	Z11457.1_w159	-1
1686	Z11477.1_w0	Z11477.1_w0	-1
1687	Z11477.1_w50	Z11477.1_w50	-1
1688	Z11477.1_w100	Z11477.1_w100	26
1689	Z11477.1_w150	Z11477.1_w150	-1
1690	Z11477.1_w161	Z11477.1_w161	26
1691	X51806.1_w0	X51806.1_w0	26
1692	X51806.1_w50	X51806.1_w50	-1
1693	X51806.1_w100	X51806.1_w100	26
1694	X51806.1_w150	X51806.1_w150	26
1695	X51806.1_w200	X51806.1_w200	-1
1696	X51806.1_w250	X51806.1_w250	24
1697	X51806.1_w300	X51806.1_w300	-1
1698	X51806.1_w326	X51806.1_w326	24
1699	X51807.1_w0	X51807.1_w0	24
1700	X51807.1_w50	X51807.1_w50	-1
1701	X51807.1_w100	X51807.1_w100	-1
1702	X51807.1_w141	X51807.1_w141	24
1703	X51808.1_w0	X51808.1_w0	-1
1704	X51808.1_w50	X51808.1_w50	24
1705	X51808.1_w100	X51808.1_w100	24
1706	X51808.1_w150	X51808.1_w150	-1
1707	X51808.1_w200	X51808.1_w200	23
1708	X51808.1_w250	X51808.1_w250	24
1709	X51808.1_w300	X51808.1_w300	-1
1710	X51808.1_w350	X51808.1_w350	23
1711	X51808.1_w400	X51808.1_w400	23
1712	X51808.1_w450	X51808.1_w450	23
1713	X51808.1_w500	X51808.1_w500	23
1714	X51808.1_w550	X51808.1_w550	-1
1715	X51808.1_w571	X51808.1_w571	24
1716	X51809.1_w0	X51809.1_w0	-1
1717	X51809.1_w50	X51809.1_w50	23
1718	X51809.1_w100	X51809.1_w100	-1
1719	X51809.1_w150	X51809.1_w150	-1
1720	X51809.1_w200	X51809.1_w200	23
1721	X51809.1_w250	X51809.1_w250	-1
1722	X51809.1_w300	X51809.1_w300	21
1723	X51809.1_w350	X51809.1_w350	-1
1724	X51809.1_w400	X51809.1_w400	-1
1725	X51809.1_w450	X51809.1_w450	21
1726	X51809.1_w500	X51809.1_w500	-1
1727	X51809.1_w543	X51809.1_w543	23
1728	X51810.1_w0	X51810.1_w0	-1
1729	X51810.1_w50	X51810.1_w50	-1
1730	X51810.1_w100	X51810.1_w100	21
1731	X51810.1_w150	X51810.1_w150	21
1732	X51810.1_w200	X51810.1_w200	21
1733	X51810.1_w250	X51810.1_w250	-1
1734	X51810.1_w300	X51810.1_w300	-1
1735	X51810.1_w350	X51810.1_w350	21
1736	X51810.1_w400	X51810.1_w400	-1
1737	X51810.1_w450	X51810.1_w450	21
1738	X51810.1_w484	X51810.1_w484	21
1739	X02573.1_w0	X02573.1_w0	21
